ICMP,Phylum,TestedAgainst,Strain,Media,BioRep,Condition,TechRep,Age,SizePercent,ZOISize_old,Neg_control,ZOISize,TimePoint,Lux,LogInhibition,Researcher
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,2,NA,2,NA,NA,NA,NA,NA,3,3778,2.397975873,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,2,NA,3,NA,NA,NA,NA,NA,3,237112,0.600284293,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,2,NA,1,NA,NA,NA,NA,NA,3,12,5.039252137,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,2,NA,2,NA,NA,NA,NA,NA,3,12,5.039252137,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,2,NA,3,NA,NA,NA,NA,NA,3,12,5.039252137,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,2,NA,1,NA,NA,NA,NA,NA,3,199725,0.570797721,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,2,NA,2,NA,NA,NA,NA,NA,3,21930,1.53019152,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,2,NA,3,NA,NA,NA,NA,NA,3,204226,0.56111912,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,PDA,2,NA,1,NA,NA,NA,NA,NA,3,4,2.50242712,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,PDA,2,NA,2,NA,NA,NA,NA,NA,3,1,3.104487111,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,OA,2,NA,1,NA,NA,NA,NA,NA,3,2,3.776555911,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,OA,2,NA,2,NA,NA,NA,NA,NA,3,4,3.475525915,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,OA,2,NA,3,NA,NA,NA,NA,NA,3,2,3.776555911,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,CSA,2,NA,1,NA,NA,NA,NA,NA,3,70,1.926342447,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,CSA,2,NA,2,NA,NA,NA,NA,NA,3,54,2.039046727,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,CSA,2,NA,3,NA,NA,NA,NA,NA,3,26,2.356467139,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,MEA,2,NA,1,NA,NA,NA,NA,NA,3,6,2.207724107,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,MEA,2,NA,2,NA,NA,NA,NA,NA,3,8,2.08278537,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,MEA,2,NA,3,NA,NA,NA,NA,NA,3,8,2.08278537,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,REA,2,NA,1,NA,NA,NA,NA,NA,3,22,1.73239376,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,REA,2,NA,2,NA,NA,NA,NA,NA,3,12,1.995635195,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,REA,2,NA,3,NA,NA,NA,NA,NA,3,42,1.45156715,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,CYA,2,NA,1,NA,NA,NA,NA,NA,3,14,1.226783967,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,CYA,2,NA,2,NA,NA,NA,NA,NA,3,40,0.770852012,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,CYA,2,NA,3,NA,NA,NA,NA,NA,3,2,2.071882007,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,MYA,2,NA,1,NA,NA,NA,NA,NA,3,8,2.086359831,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,MYA,2,NA,2,NA,NA,NA,NA,NA,3,4,2.387389826,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,MYA,2,NA,3,NA,NA,NA,NA,NA,3,6,2.211298567,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,TYA,2,NA,1,NA,NA,NA,NA,NA,3,252,-0.653212514,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,TYA,2,NA,2,NA,NA,NA,NA,NA,3,264,-0.6734159,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,TYA,2,NA,3,NA,NA,NA,NA,NA,3,412,-0.866709189,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,3,NA,1,NA,NA,NA,NA,NA,3,52461,1.248249266,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,3,NA,2,NA,NA,NA,NA,NA,3,58120,1.203760226,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,3,NA,3,NA,NA,NA,NA,NA,3,80078,1.064572613,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,3,NA,1,NA,NA,NA,NA,NA,3,200490,0.397648778,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,3,NA,2,NA,NA,NA,NA,NA,3,214666,0.36797823,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,3,NA,3,NA,NA,NA,NA,NA,3,207960,0.381761686,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,3,NA,1,NA,NA,NA,NA,NA,3,84980,0.032602452,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,3,NA,2,NA,NA,NA,NA,NA,3,99137,-0.034316593,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,3,NA,3,NA,NA,NA,NA,NA,3,128448,-0.146808167,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,3,NA,1,NA,NA,NA,NA,NA,3,120,3.666085655,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,3,NA,2,NA,NA,NA,NA,NA,3,160,3.541146918,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,3,NA,3,NA,NA,NA,NA,NA,3,256,3.337026936,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,3,NA,1,NA,NA,NA,NA,NA,3,81291,0.056296415,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,3,NA,2,NA,NA,NA,NA,NA,3,104092,-0.051078472,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,3,NA,3,NA,NA,NA,NA,NA,3,104734,-0.053748809,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,3,NA,1,NA,NA,NA,NA,NA,3,147344,0.651508146,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,3,NA,1,NA,NA,NA,NA,NA,3,438,3.670024819,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,3,NA,2,NA,NA,NA,NA,NA,3,664,3.48933085,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,3,NA,3,NA,NA,NA,NA,NA,3,1180,3.239616922,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,3,NA,1,NA,NA,NA,NA,NA,3,171843,0.525528077,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,3,NA,2,NA,NA,NA,NA,NA,3,157934,0.562184288,Alex
18110,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,3,NA,3,NA,NA,NA,NA,NA,3,181131,0.502667138,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,PDA,3,NA,1,NA,NA,NA,NA,NA,3,1596,-0.139324328,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,PDA,3,NA,2,NA,NA,NA,NA,NA,3,2822,-0.38684845,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,PDA,3,NA,3,NA,NA,NA,NA,NA,3,2018,-0.241212603,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,OA,3,NA,1,NA,NA,NA,NA,NA,3,1548,1.339261369,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,OA,3,NA,2,NA,NA,NA,NA,NA,3,1370,1.392311758,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,OA,3,NA,3,NA,NA,NA,NA,NA,3,2570,1.119099202,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,CSA,3,NA,1,NA,NA,NA,NA,NA,3,4258,0.16122026,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,CSA,3,NA,2,NA,NA,NA,NA,NA,3,5336,0.063210096,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,CSA,3,NA,3,NA,NA,NA,NA,NA,3,5176,0.07643165,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,MEA,3,NA,1,NA,NA,NA,NA,NA,3,66,1.111913935,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,MEA,3,NA,2,NA,NA,NA,NA,NA,3,68,1.098948958,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,MEA,3,NA,3,NA,NA,NA,NA,NA,3,58,1.168029877,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,REA,3,NA,1,NA,NA,NA,NA,NA,3,2552,0.405631614,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,REA,3,NA,2,NA,NA,NA,NA,NA,3,2554,0.405291391,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,REA,3,NA,3,NA,NA,NA,NA,NA,3,2616,0.394874545,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,CYA,3,NA,1,NA,NA,NA,NA,NA,3,4342,-0.121815975,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,CYA,3,NA,2,NA,NA,NA,NA,NA,3,6164,-0.273988786,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,CYA,3,NA,3,NA,NA,NA,NA,NA,3,2312,0.151886014,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,MYA,3,NA,1,NA,NA,NA,NA,NA,3,80,0.962606073,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,MYA,3,NA,2,NA,NA,NA,NA,NA,3,60,1.08754481,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,MYA,3,NA,3,NA,NA,NA,NA,NA,3,62,1.07330437,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,TYA,3,NA,1,NA,NA,NA,NA,NA,3,15241,0.197016785,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,TYA,3,NA,2,NA,NA,NA,NA,NA,3,7310,0.516112871,Alex
18110,Basidiomycete,Mycobacterium marinum,G13 Lux,TYA,3,NA,3,NA,NA,NA,NA,NA,3,11420,0.322364144,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,1,NA,1,NA,NA,NA,NA,NA,3,1040,2.876839894,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,1,NA,2,NA,NA,NA,NA,NA,3,14353,1.736930548,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,1,NA,3,NA,NA,NA,NA,NA,3,4794,2.213175204,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,1,NA,1,NA,NA,NA,NA,NA,3,175463,0.059211403,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,1,NA,2,NA,NA,NA,NA,NA,3,254044,-0.101511989,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,1,NA,3,NA,NA,NA,NA,NA,3,194426,0.014642612,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,1,NA,1,NA,NA,NA,NA,NA,3,72592,0.038499419,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,1,NA,2,NA,NA,NA,NA,NA,3,238973,-0.478960655,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,1,NA,3,NA,NA,NA,NA,NA,3,60242,0.119488799,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,1,NA,1,NA,NA,NA,NA,NA,3,74219,0.748595979,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,1,NA,2,NA,NA,NA,NA,NA,3,16299,1.406950118,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,1,NA,3,NA,NA,NA,NA,NA,3,46466,0.95197579,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,1,NA,1,NA,NA,NA,NA,NA,3,31396,0.228498191,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,1,NA,2,NA,NA,NA,NA,NA,3,135581,-0.406826321,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,1,NA,3,NA,NA,NA,NA,NA,3,72820,-0.136878163,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,1,NA,1,NA,NA,NA,NA,NA,3,87364,0.008355057,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,1,NA,2,NA,NA,NA,NA,NA,3,55255,0.207315984,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,1,NA,3,NA,NA,NA,NA,NA,3,76301,0.067157337,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,1,NA,1,NA,NA,NA,NA,NA,3,14443,1.19247878,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,1,NA,2,NA,NA,NA,NA,NA,3,7132,1.498924856,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,1,NA,3,NA,NA,NA,NA,NA,3,21656,1.016557948,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,1,NA,1,NA,NA,NA,NA,NA,3,29054,1.434842056,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,1,NA,2,NA,NA,NA,NA,NA,3,67482,1.068860042,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,1,NA,3,NA,NA,NA,NA,NA,3,72906,1.035284717,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,PDA,1,NA,1,NA,NA,NA,NA,NA,3,1,3.391993072,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,PDA,1,NA,2,NA,NA,NA,NA,NA,3,2,3.090963077,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,PDA,1,NA,3,NA,NA,NA,NA,NA,3,4,2.789933081,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,OA,1,NA,1,NA,NA,NA,NA,NA,3,20,2.737590166,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,OA,1,NA,2,NA,NA,NA,NA,NA,3,46,2.37586233,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,OA,1,NA,3,NA,NA,NA,NA,NA,3,26,2.623646814,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,CSA,1,NA,1,NA,NA,NA,NA,NA,3,1962,0.588457318,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,CSA,1,NA,2,NA,NA,NA,NA,NA,3,1154,0.818950512,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,CSA,1,NA,3,NA,NA,NA,NA,NA,3,1412,0.731321624,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,MEA,1,NA,1,NA,NA,NA,NA,NA,3,12,2.053078443,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,MEA,1,NA,2,NA,NA,NA,NA,NA,3,8,2.229169703,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,MEA,1,NA,3,NA,NA,NA,NA,NA,3,4,2.530199698,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,REA,1,NA,1,NA,NA,NA,NA,NA,3,76,1.736396502,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,REA,1,NA,2,NA,NA,NA,NA,NA,3,52,1.901206751,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,REA,1,NA,3,NA,NA,NA,NA,NA,3,166,1.397102007,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,CYA,1,NA,1,NA,NA,NA,NA,NA,3,992,1.533828925,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,CYA,1,NA,2,NA,NA,NA,NA,NA,3,756,1.651818801,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,CYA,1,NA,3,NA,NA,NA,NA,NA,3,1000,1.530340597,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,MYA,1,NA,1,NA,NA,NA,NA,NA,3,12,2.15075644,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,MYA,1,NA,2,NA,NA,NA,NA,NA,3,4,2.627877695,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,MYA,1,NA,3,NA,NA,NA,NA,NA,3,8,2.326847699,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,TYA,1,NA,1,NA,NA,NA,NA,NA,3,3126,1.166501893,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,TYA,1,NA,2,NA,NA,NA,NA,NA,3,24,3.281279625,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,TYA,1,NA,3,NA,NA,NA,NA,NA,3,608,1.877587287,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,PDA,2,NA,1,NA,NA,NA,NA,NA,3,4,2.507180977,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,PDA,2,NA,2,NA,NA,NA,NA,NA,3,6,2.331089718,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,PDA,2,NA,3,NA,NA,NA,NA,NA,3,2,2.808210973,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,OA,2,NA,1,NA,NA,NA,NA,NA,3,16,1.76529593,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,OA,2,NA,2,NA,NA,NA,NA,NA,3,6,2.191264662,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,OA,2,NA,3,NA,NA,NA,NA,NA,3,14,1.823287877,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,CSA,2,NA,1,NA,NA,NA,NA,NA,3,144,1.364081741,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,CSA,2,NA,2,NA,NA,NA,NA,NA,3,118,1.450562226,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,CSA,2,NA,3,NA,NA,NA,NA,NA,3,60,1.744292983,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,MEA,2,NA,1,NA,NA,NA,NA,NA,3,18,1.575957189,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,MEA,2,NA,2,NA,NA,NA,NA,NA,3,46,1.168471862,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,MEA,2,NA,3,NA,NA,NA,NA,NA,3,24,1.451018452,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,REA,2,NA,1,NA,NA,NA,NA,NA,3,424,0.839205216,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,REA,2,NA,2,NA,NA,NA,NA,NA,3,180,1.211298567,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,REA,2,NA,3,NA,NA,NA,NA,NA,3,60,1.688419822,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,CYA,2,NA,1,NA,NA,NA,NA,NA,3,90,-0.698970004,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,CYA,2,NA,2,NA,NA,NA,NA,NA,3,178,-0.995147497,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,CYA,2,NA,3,NA,NA,NA,NA,NA,3,122,-0.831087326,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,MYA,2,NA,1,NA,NA,NA,NA,NA,3,2,2.567026366,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,MYA,2,NA,2,NA,NA,NA,NA,NA,3,1,2.868056362,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,MYA,2,NA,3,NA,NA,NA,NA,NA,3,4,2.26599637,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,TYA,2,NA,1,NA,NA,NA,NA,NA,3,68,1.158717163,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,TYA,2,NA,2,NA,NA,NA,NA,NA,3,90,1.036983566,Alex
18149,Basidiomycete,Mycobacterium marinum,G13 Lux,TYA,2,NA,3,NA,NA,NA,NA,NA,3,80,1.088136089,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,2,NA,1,NA,NA,NA,NA,NA,3,7010,2.002102562,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,2,NA,2,NA,NA,NA,NA,NA,3,6692,2.022264648,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,2,NA,3,NA,NA,NA,NA,NA,3,8446,1.921169503,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,2,NA,1,NA,NA,NA,NA,NA,3,34157,1.110085464,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,2,NA,2,NA,NA,NA,NA,NA,3,151817,0.462244778,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,2,NA,3,NA,NA,NA,NA,NA,3,206735,0.328151175,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,2,NA,1,NA,NA,NA,NA,NA,3,2888,1.454057956,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,2,NA,2,NA,NA,NA,NA,NA,3,1220,1.828295314,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,2,NA,3,NA,NA,NA,NA,NA,3,964,1.930578111,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,2,NA,1,NA,NA,NA,NA,NA,3,29760,1.204068903,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,2,NA,2,NA,NA,NA,NA,NA,3,35394,1.128772184,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,2,NA,3,NA,NA,NA,NA,NA,3,33811,1.148643815,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,2,NA,1,NA,NA,NA,NA,NA,3,1472,1.736125742,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,2,NA,2,NA,NA,NA,NA,NA,3,1680,1.67872427,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,2,NA,3,NA,NA,NA,NA,NA,3,1228,1.814835185,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,2,NA,1,NA,NA,NA,NA,NA,3,2030,2.534121179,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,2,NA,2,NA,NA,NA,NA,NA,3,3066,2.355045067,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,2,NA,3,NA,NA,NA,NA,NA,3,3432,2.306069938,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,2,NA,1,NA,NA,NA,NA,NA,3,1870,2.902930291,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,2,NA,2,NA,NA,NA,NA,NA,3,2500,2.776831888,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,2,NA,3,NA,NA,NA,NA,NA,3,3324,2.653110882,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,2,NA,1,NA,NA,NA,NA,NA,3,82,4.023107353,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,2,NA,2,NA,NA,NA,NA,NA,3,50,4.237951201,Alex
18149,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,TYA,2,NA,3,NA,NA,NA,NA,NA,3,34,4.405442288,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,1,NA,1,NA,NA,NA,NA,NA,3,95719,0.771491284,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,1,NA,2,NA,NA,NA,NA,NA,3,47435,1.076390531,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,PDA,1,NA,3,NA,NA,NA,NA,NA,3,58999,0.981644786,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,1,NA,1,NA,NA,NA,NA,NA,3,141143,0.478252111,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,1,NA,2,NA,NA,NA,NA,NA,3,593260,-0.145333613,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,OA,1,NA,3,NA,NA,NA,NA,NA,3,738091,-0.240198455,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,1,NA,1,NA,NA,NA,NA,NA,3,209503,-0.498799844,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,1,NA,2,NA,NA,NA,NA,NA,3,107473,-0.20890897,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CSA,1,NA,3,NA,NA,NA,NA,NA,3,65287,0.007563689,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,1,NA,1,NA,NA,NA,NA,NA,3,70484,0.775660998,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,1,NA,2,NA,NA,NA,NA,NA,3,66436,0.801348064,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MEA,1,NA,3,NA,NA,NA,NA,NA,3,99813,0.624564432,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,1,NA,1,NA,NA,NA,NA,NA,3,41704,0.044106905,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,1,NA,2,NA,NA,NA,NA,NA,3,41604,0.045149529,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,REA,1,NA,3,NA,NA,NA,NA,NA,3,48777,-0.023930469,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,1,NA,1,NA,NA,NA,NA,NA,3,125969,-2.854751014,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,1,NA,2,NA,NA,NA,NA,NA,3,182312,-3.015302588,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,CYA,1,NA,3,NA,NA,NA,NA,NA,3,197859,-3.050843142,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,1,NA,1,NA,NA,NA,NA,NA,3,209481,0.700291931,Alex
18174,Basidiomycete,Mycobacterium abscessus,NZRM4048 Lux,MYA,1,NA,2,NA,NA,NA,NA,NA,3,182620,0.759888231,Alex
